sim_time	pts.pos_.x	pts.pos_.y	pts.pos_.z	pts.vel_.x	pts.vel_.y	pts.vel_.z	gts.f_thrust_.x	gts.f_thrust_.y	gts.f_thrust_.z
122.000000	-4294334.980554254726	2325534.108802142553	4413290.333613114432	-2489.840864313646	-3459.839874304522	47.899285690661	-85991.608428084612	-111878.859915401379	6553.745797709028
123.000000	-4296827.303404228762	2322065.499933111016	4413335.562390880659	-2494.809276348295	-3477.393754152752	42.554559712629	-85759.874151961718	-112069.210949221640	6334.314695257580
124.000000	-4299324.608068408445	2318579.289373073261	4413375.435160527006	-2499.804528946128	-3495.043418182732	37.187226314950	-85527.506705059161	-112258.812326107436	6114.920436753760
125.000000	-4301826.921495596878	2315075.380848964211	4413409.929187202826	-2504.826839253803	-3512.789846790097	31.797029959046	-85294.509004924897	-112447.661949113492	5895.562380866313
126.000000	-4304334.270853802562	2311553.677099428605	4413439.021478441544	-2509.876428559551	-3530.634036200378	26.383710965805	-85060.883925980263	-112635.757758142063	5676.239950888384
127.000000	-4306846.683534439653	2308014.079858826473	4413462.688779999502	-2514.953522378677	-3548.576998821427	20.947005432774	-84826.634301067286	-112823.097728783978	5456.952632581796
128.000000	-4309364.187156582251	2304456.489840868395	4413480.907571584918	-2520.058350541630	-3566.619763605357	15.486645148792	-84591.762922928450	-113009.679871210610	5237.699972079739
129.000000	-4311886.809571317397	2300880.806721891742	4413493.654062507674	-2525.191147284670	-3584.763376420371	10.002357506007	-84356.272545696876	-113195.502229056990	5018.481573911085
130.000000	-4314414.578866221942	2297286.929123735521	4413500.904187224805	-2530.352151343266	-3603.008900432798	4.493865409176	-84120.165886263887	-113380.562878400466	4799.297099004133
131.000000	-4316947.523369899020	2293674.754596275743	4413502.633600815199	-2535.541606048283	-3621.357416499661	-1.039112817814	-83883.445625649620	-113564.859926734745	4580.146262925156
132.000000	-4319485.671656628139	2290044.179599508643	4413498.817674366757	-2540.759759425032	-3639.810023572164	-6.596863528292	-83646.114410254551	-113748.391512037982	4361.028833975636
133.000000	-4322029.052551077679	2286395.099485258572	4413489.431490219198	-2546.006864295320	-3658.367839110460	-12.179677852128	-83408.174853170538	-113931.155801793895	4141.944631484694
134.000000	-4324577.695133201778	2282727.408478467725	4413474.449837153777	-2551.283178382537	-3677.031999510101	-17.787851798097	-83169.629535413565	-114113.150992075985	3922.893524139651
135.000000	-4327131.628743172623	2279040.999658019748	4413453.847205472179	-2556.588964419938	-3695.803660540556	-23.421686359390	-82930.481007047551	-114294.375306708171	3703.875428398342
136.000000	-4329690.882986434735	2275335.764937159605	4413427.597781932913	-2561.924490262175	-3714.683997796235	-29.081487622390	-82690.731788325284	-114474.826996421281	3484.890306833714
137.000000	-4332255.487738906406	2271611.595043437555	4413395.675444618799	-2567.290029000219	-3733.674207160439	-34.767566878798	-82450.384370827611	-114654.504338006387	3265.938166724826
138.000000	-4334825.473152256571	2267868.379498170689	4413358.053757660091	-2572.685859079767	-3752.775505282716	-40.480240741223	-82209.441218474021	-114833.405633566217	3047.019058539073
139.000000	-4337400.869659330696	2264106.006595443003	4413314.705965887755	-2578.112264423265	-3771.989130070073	-46.219831262348	-81967.904768587105	-115011.529209728324	2828.133074597910
140.000000	-4339981.707979689352	2260324.363380594179	4413265.604989294894	-2583.569534555647	-3791.316341192563	-51.986666057816	-81725.777432845731	-115188.873416943636	2609.280347588910
141.000000	-4342568.019125273451	2256523.335628188681	4413210.723417433910	-2589.057964733955	-3810.758420603720	-57.781078432924	-81483.061598250963	-115365.436628771073	2390.461049392208
142.000000	-4345159.834406198002	2252702.807819482405	4413150.033503634855	-2594.577856080941	-3830.316673076419	-63.603407513279	-81239.759628072454	-115541.217241184902	2171.675389725826
143.000000	-4347757.185436689295	2248862.663119312841	4413083.507159148343	-2600.129515722785	-3849.992426754709	-69.453998379535	-80995.873862701366	-115716.213671945079	1952.923615023863
144.000000	-4350360.104141170159	2245002.783352451399	4413011.115947111510	-2605.713256931114	-3869.787033722161	-75.333202206384	-80751.406620557696	-115890.424359936078	1734.206007157530
145.000000	-4352968.622760452330	2241123.048979377374	4412932.831076380797	-2611.329399269442	-3889.701870587403	-81.241376405909	-80506.360198869137	-116063.847764594728	1515.522882349137
146.000000	-4355582.773858143017	2237223.339071446564	4412848.623395208269	-2616.978268744174	-3909.738339087411	-87.178884775483	-80260.736874549068	-116236.482365271455	1296.874590066762
147.000000	-4358202.590327118523	2233303.531285450794	4412758.463384811766	-2622.660197960387	-3929.897866709257	-93.146097650359	-80014.538904853107	-116408.326660748164	1078.261512006608
148.000000	-4360828.105396238156	2229363.501837560907	4412662.321152722463	-2628.375526282524	-3950.181907330957	-99.143392061133	-79767.768528301633	-116579.379168575950	859.684060983662
149.000000	-4363459.352637180127	2225403.125476596411	4412560.166426031850	-2634.124600000185	-3970.591941882190	-105.171151896242	-79520.427965239374	-116749.638424660574	641.142680047119
150.000000	-4366096.365971422754	2221422.275456636213	4412451.968544453382	-2639.907772499210	-3991.129479025585	-111.229768069690	-79272.519418625787	-116919.102982697252	422.637841467206
151.000000	-4368739.179677478038	2217420.823508939706	4412337.696453189477	-2645.725404438247	-4011.796055859381	-117.319638694196	-79024.045074752590	-117087.771413653085	204.170045822001
152.000000	-4371387.828398209997	2213398.639813150745	4412217.318695659749	-2651.577863931016	-4032.593238642273	-123.441169259957	-78775.007103774376	-117255.642305381582	-14.260178860172
153.000000	-4374042.347148413770	2209355.592967757955	4412090.803406032734	-2657.465526734461	-4053.522623541282	-129.594772819238	-78525.407660440469	-117422.714262101814	-232.652277959744
154.000000	-4376702.771322538145	2205291.549959817436	4411958.118301562034	-2663.388776443056	-4074.585837403551	-135.780870177016	-78275.248884684333	-117588.985903975656	-451.005671110014
155.000000	-4379369.136702626944	2201206.376133861952	4411819.230674733408	-2669.348004689438	-4095.784538552992	-141.999890087901	-78024.532902189399	-117754.455866703604	-669.319752977536
156.000000	-4382041.479466466233	2197099.935160017107	4411674.107385225594	-2675.343611351684	-4117.120417612750	-148.252269459571	-77773.261824990070	-117919.122801099846	-887.593894010343
157.000000	-4384719.836195929907	2192972.089001285844	4411522.714851645753	-2681.376004767427	-4138.595198354503	-154.538453562987	-77521.437752016194	-118082.985372705138	-1105.827441218602
158.000000	-4387404.243885546923	2188822.697879962623	4411365.019043060951	-2687.445601955098	-4160.210638575654	-160.858896249626	-77269.062769615164	-118246.042261419527	-1324.019718839012
159.000000	-4390094.739951302297	2184651.620243153535	4411200.985470291227	-2693.552828842600	-4181.968531005532	-167.214060176052	-77016.138952069014	-118408.292161135745	-1542.170029113336
160.000000	-4392791.362239666283	2180458.712727379054	4411030.579177001491	-2699.698120503672	-4203.870704241765	-173.604417036037	-76762.668362119701	-118569.733779377289	-1760.277652770325
