sim_time	pts.pos_.x	pts.pos_.y	pts.pos_.z	pts.vel_.x	pts.vel_.y	pts.vel_.z	gts.f_thrust_.x	gts.f_thrust_.y	gts.f_thrust_.z
97.000000	-4238103.308654744178	2417306.715959391091	4419120.490749528632	-2469.539500000908	-2858.595712083799	346.887013480654	-100049.098452143749	-96611.367772754413	24714.552716787057
98.000000	-4240575.514767210931	2414440.984562951140	4419465.674723095261	-2474.875655659987	-2872.882545449655	343.475931971466	-99748.619574630487	-97021.309671711337	24320.073242931343
99.000000	-4243053.065948879346	2411560.919989590067	4419807.432684618048	-2480.229626608567	-2887.262181050899	340.034928778591	-99446.034438940624	-97429.285578631170	23925.052685554554
100.000000	-4245535.979981000535	2408666.429090235848	4420145.734530962072	-2485.601344718513	-2901.735314053860	336.563640284013	-99141.348208221869	-97835.286963612714	23529.498511520625
101.000000	-4248024.274576552212	2405757.418016116135	4420480.549793209881	-2490.990741572254	-2916.302648720065	333.061698522982	-98834.566084095481	-98239.305316904822	23133.418204418143
102.000000	-4250517.967379949056	2402833.792209570762	4420811.847632255405	-2496.397748462359	-2930.964898584610	329.528731102364	-98525.693306812929	-98641.332149064270	22736.819264572274
103.000000	-4253017.075966752134	2399895.456394698936	4421139.596834372729	-2501.822296391133	-2945.722786638842	325.964361117021	-98214.735155410090	-99041.358991107714	22339.709209100994
104.000000	-4255521.617843374610	2396942.314567800146	4421463.765806624666	-2507.264316070214	-2960.577045517523	322.368207064168	-97901.696947835298	-99439.377394721014	21942.095571856134
105.000000	-4258031.610446793959	2393974.269987634849	4421784.322572241537	-2512.723737920210	-2975.528417690558	318.739882755640	-97586.584041137670	-99835.378932371998	21543.985903534031
106.000000	-4260547.071144277230	2390991.225165495649	4422101.234765889123	-2518.200492070310	-2990.577655659466	315.078997228030	-97269.401831583076	-100229.355197536934	21145.387771615915
107.000000	-4263068.017233065329	2387993.081855076831	4422414.469628828578	-2523.694508357941	-3005.725522158684	311.385154650597	-96950.155754814899	-100621.297804859641	20746.308760425261
108.000000	-4265594.465940083377	2384979.741042132955	4422723.994004032575	-2529.205716328447	-3020.972790361915	307.657954230926	-96628.851286017569	-101011.198390313817	20346.756471176297
109.000000	-4268126.434421665035	2381951.102933936287	4423029.774331157096	-2534.734045234747	-3036.320244093609	303.896990118228	-96305.493940082888	-101399.048611388513	19946.738521921587
110.000000	-4270663.939763247967	2378907.066948525142	4423331.776641426608	-2540.279424037050	-3051.768678045762	300.101851304230	-95980.089271741948	-101784.840147285271	19546.262547608225
111.000000	-4273206.998979087919	2375847.531703715678	4423629.966552450322	-2545.841781402564	-3067.318898000186	296.272121521598	-95652.642875745369	-102168.564699074181	19145.336200135691
112.000000	-4275755.629011951387	2372772.395005901344	4423924.309262884781	-2551.421045705235	-3082.971721056424	292.407379139776	-95323.160387004245	-102550.213989915632	18743.967148285075
113.000000	-4278309.846732834354	2369681.553838626947	4424214.769547048025	-2557.017145025510	-3098.727975865477	288.507197058209	-94991.647480795378	-102929.779765188418	18342.163077840207
114.000000	-4280869.668940677308	2366574.904350903351	4424501.311749359593	-2562.630007150105	-3114.588502869496	284.571142596830	-94658.109872878937	-103307.253792742034	17939.931691508013
115.000000	-4283435.112362047657	2363452.341845304240	4424783.899778729305	-2568.259559571802	-3130.554154547681	280.598777383766	-94322.553319680737	-103682.627863056710	17537.280709018189
116.000000	-4286006.193650860339	2360313.760765798390	4425062.497102793306	-2573.905729489285	-3146.625795668529	276.589657240136	-93984.983618480328	-104055.893789426409	17134.217867110248
117.000000	-4288582.929388090037	2357159.054685338400	4425337.066742070951	-2579.568443806975	-3162.804303548635	272.543332061887	-93645.406607566998	-104427.043408165133	16730.750919568363
118.000000	-4291165.336081464775	2353988.116293171421	4425607.571263962425	-2585.247629134894	-3179.090568318288	268.459345698547	-93303.828166389620	-104796.068578832594	16326.887637190732
119.000000	-4293753.430165175349	2350800.837381897029	4425873.972776632756	-2590.943211788578	-3195.485493194023	264.337235828816	-92960.254215770998	-105162.961184389686	15922.635807860810
120.000000	-4296347.227999567986	2347597.108834240120	4426136.232922787778	-2596.655117788994	-3211.989994758388	260.176533832894	-92614.690718067402	-105527.713131415265	15518.003236578656
121.000000	-4298946.745870885439	2344376.820609539282	4426394.312873308547	-2602.383272862495	-3228.605003247133	255.976764661431	-92267.143677343149	-105890.316350318972	15112.997745447612
122.000000	-4301551.999990931712	2341139.861729946453	4426648.173320770264	-2608.127602440789	-3245.331462844099	251.737446701007	-91917.619139543167	-106250.762795553470	14707.627173712823
